Position,typr,X1,X2,id,company,batch
24.0,CH2,[1.1758645784299708:39.853376683160775],567.0,cholesterol_02A,A,02
24.0,CH2,[1.1714688486187657:40.2868498276158],567.0,cholesterol_02A,A,02
24.0,CH2,[1.158885529849885:37.700773924581604],567.0,cholesterol_02A,A,02
24.0,CH2,[1.1544566978878088:39.331814471694315],567.0,cholesterol_02A,A,02
24.0,CH2,[1.1009791952432113:38.64294036321985],567.0,cholesterol_02A,A,02
1.0,CH2,[1.878771896585055:37.98561638519787],489.0,cholesterol_02A,A,02
1.0,CH2,[1.8885578574499269:39.92370931342096],489.0,cholesterol_02A,A,02
1.0,CH2,[1.8459197805386522:37.318280174942345],489.0,cholesterol_02A,A,02
1.0,CH2,[1.872800553066339:36.61760217435261],489.0,cholesterol_02A,A,02
22.0,CH2,[1.3076422906820717:35.02826749202173],496.0,cholesterol_02A,A,02
22.0,CH2,[1.3342577788336079:36.70242973076276],496.0,cholesterol_02A,A,02
22.0,CH2,[1.3070523603708095:36.423234508379394],496.0,cholesterol_02A,A,02
22.0,CH2,[1.373415366663337:37.35054053149731],496.0,cholesterol_02A,A,02
20.0,CH,[1.3279298641104338:35.50034138208753],454.0,cholesterol_02A,A,02
20.0,CH,[1.3012556203374446:37.222375467284564],454.0,cholesterol_02A,A,02
20.0,CH,[1.349355687710776:35.43555816889928],454.0,cholesterol_02A,A,02
20.0,CH,[1.4079256918261351:34.47814639426251],454.0,cholesterol_02A,A,02
7.0,CH2,[1.890990812199729:31.434590795723864],965.0,cholesterol_02A,A,02
7.0,CH2,[1.9382969243450756:31.16541028493194],965.0,cholesterol_02A,A,02
7.0,CH2,[1.9056392782404237:32.87485342265386],965.0,cholesterol_02A,A,02
7.0,CH2,[2.045029212322414:31.249130831275227],965.0,cholesterol_02A,A,02
7.0,CH2,[1.9951567946723068:32.30803816472927],965.0,cholesterol_02A,A,02
7.0,CH2,[1.9773883147930917:31.574687180608667],965.0,cholesterol_02A,A,02
7.0,CH2,[2.1074333499669304:33.09611134915424],965.0,cholesterol_02A,A,02
7.0,CH2,[2.024112135831002:32.40846143393809],965.0,cholesterol_02A,A,02
7.0,CH2,[2.0028083011783933:31.31039749824354],965.0,cholesterol_02A,A,02
2.0,CH2,[1.8306293854490014:33.38269203153521],340.0,cholesterol_02A,A,02
2.0,CH2,[1.8078577660241988:32.89153606553066],340.0,cholesterol_02A,A,02
2.0,CH2,[1.8879679743020008:32.6674607522806],340.0,cholesterol_02A,A,02
16.0,CH2,[1.8742570061747141:28.618554551248664],362.0,cholesterol_02A,A,02
16.0,CH2,[1.8338245938197097:28.86026667455247],362.0,cholesterol_02A,A,02
16.0,CH2,[1.937678082723577:26.826961888300946],362.0,cholesterol_02A,A,02
25.0,CH,[1.5404088672979839:27.781457504645704],525.0,cholesterol_02A,A,02
25.0,CH,[1.4629181451756301:26.883282081482164],525.0,cholesterol_02A,A,02
25.0,CH,[1.4821454462106958:27.92207844935302],525.0,cholesterol_02A,A,02
25.0,CH,[1.473676944439139:28.323295324284555],525.0,cholesterol_02A,A,02
25.0,CH,[1.4840044101856489:28.82296033895473],525.0,cholesterol_02A,A,02
15.0,CH2,[1.6196237719268236:23.242445178897817],525.0,cholesterol_02A,A,02
15.0,CH2,[1.5015343812013482:24.580413438587232],525.0,cholesterol_02A,A,02
15.0,CH2,[1.572600383537053:24.44428196860423],525.0,cholesterol_02A,A,02
15.0,CH2,[1.5552315453515828:23.9284514760072],525.0,cholesterol_02A,A,02
15.0,CH2,[1.557204763371726:24.62184993028492],525.0,cholesterol_02A,A,02
23.0,CH2,[1.369604943860157:24.035038042540165],468.0,cholesterol_02A,A,02
23.0,CH2,[1.299960901616231:24.469770920587383],468.0,cholesterol_02A,A,02
23.0,CH2,[1.2818953296648405:23.629671952324703],468.0,cholesterol_02A,A,02
23.0,CH2,[1.3527928390821964:23.15940650297309],468.0,cholesterol_02A,A,02
27.0,CH3,[0.8577077497331411:23.75191893561068],468.0,cholesterol_02A,A,02
27.0,CH3,[0.882922443051851:23.05397538134485],468.0,cholesterol_02A,A,02
27.0,CH3,[0.9304794086799715:22.996572865981985],468.0,cholesterol_02A,A,02
27.0,CH3,[0.8444516004813849:22.922112030099942],468.0,cholesterol_02A,A,02
26.0,CH3,[0.8884649230131945:22.140784145818948],383.0,cholesterol_02A,A,02
26.0,CH3,[0.9025578739137727:22.32851000122537],383.0,cholesterol_02A,A,02
26.0,CH3,[0.8474698023463999:21.683222656076364],383.0,cholesterol_02A,A,02
11.0,CH2,[1.4093307932503487:20.457740438588306],355.0,cholesterol_02A,A,02
11.0,CH2,[1.4003570708346875:20.272234063214132],355.0,cholesterol_02A,A,02
11.0,CH2,[1.4635154192713777:21.737774605942],355.0,cholesterol_02A,A,02
19.0,CH3,[0.999916516794862:19.342335731693975],454.0,cholesterol_02A,A,02
19.0,CH3,[1.0617424676292522:18.909980821589073],454.0,cholesterol_02A,A,02
19.0,CH3,[1.0343258920745246:20.399159357197888],454.0,cholesterol_02A,A,02
19.0,CH3,[1.0137651991098031:20.289793051194824],454.0,cholesterol_02A,A,02
21.0,CH3,[0.9585680814392163:18.355371838065867],397.0,cholesterol_02A,A,02
21.0,CH3,[0.9306165385446753:18.036223525269246],397.0,cholesterol_02A,A,02
21.0,CH3,[0.8902303451037431:19.599403946860196],397.0,cholesterol_02A,A,02
18.0,CH3,[0.6654607096192648:11.713050884745948],262.0,cholesterol_02A,A,02
18.0,CH3,[0.6755829453730364:11.445264664713381],262.0,cholesterol_02A,A,02
6.0,C,[5.310350616280626:122.51119734714047],447.0,cholesterol_02B,B,02
6.0,C,[5.410281553824216:122.36645777863885],447.0,cholesterol_02B,B,02
6.0,C,[5.333988426503534:122.50289449442971],447.0,cholesterol_02B,B,02
6.0,C,[5.370639653162587:120.75866216381272],447.0,cholesterol_02B,B,02
3.0,CH-OH,[3.485723366833852:72.00214932017201],390.0,cholesterol_02B,B,02
3.0,CH-OH,[3.5231198906005465:71.47094346380685],390.0,cholesterol_02B,B,02
3.0,CH-OH,[3.5184430739085286:71.04892796019442],390.0,cholesterol_02B,B,02
14.0,CH,[1.026753983517424:57.2891937357369],383.0,cholesterol_02B,B,02
14.0,CH,[1.0114877386491974:56.33438904642818],383.0,cholesterol_02B,B,02
14.0,CH,[0.9900474116056543:57.198716655800624],383.0,cholesterol_02B,B,02
17.0,CH,[1.1016025103462437:56.02051168226866],404.0,cholesterol_02B,B,02
17.0,CH,[1.0853872219326404:55.788409755289706],404.0,cholesterol_02B,B,02
17.0,CH,[1.0814997535858901:55.8244827211128],404.0,cholesterol_02B,B,02
17.0,CH,[1.1019872429115314:55.98526406906653],404.0,cholesterol_02B,B,02
9.0,CH,[0.9036457859611429:50.334831110356504],567.0,cholesterol_02B,B,02
9.0,CH,[0.9144522558990491:50.64846701692915],567.0,cholesterol_02B,B,02
9.0,CH,[0.929522896278307:50.402470844297525],567.0,cholesterol_02B,B,02
9.0,CH,[0.9200081429129243:51.010388373178415],567.0,cholesterol_02B,B,02
9.0,CH,[0.923804872712515:49.050332798567815],567.0,cholesterol_02B,B,02
4.0,CH2,[2.3048604713963896:43.08176288036877],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.338146642977729:42.04410358558833],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.3196542831429974:42.36428150778464],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.336040623707706:42.47595374941851],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.31147110278608:41.98199469405557],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.2976462483910236:42.69125701341992],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.313539472629425:42.31192796998078],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.3175295152986655:41.61112395902349],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.3458135015437005:42.59216356530962],1000.0,cholesterol_02B,B,02
4.0,CH2,[2.3146785429983154:42.19064289712958],1000.0,cholesterol_02B,B,02
12.0,CH2,[2.008405887453143:40.28733810102342],440.0,cholesterol_02B,B,02
12.0,CH2,[2.0137346055813645:39.02576936934001],440.0,cholesterol_02B,B,02
12.0,CH2,[2.029862207064781:39.838069309014415],440.0,cholesterol_02B,B,02
12.0,CH2,[2.035029672285281:39.229357315684794],440.0,cholesterol_02B,B,02
24.0,CH2,[1.1519548594766569:39.61779222772026],567.0,cholesterol_02B,B,02
24.0,CH2,[1.1504896162062552:39.76228327587193],567.0,cholesterol_02B,B,02
24.0,CH2,[1.1462951766166283:38.90025797486054],567.0,cholesterol_02B,B,02
24.0,CH2,[1.1448188992959363:39.443938157231436],567.0,cholesterol_02B,B,02
24.0,CH2,[1.1269930650810704:39.214313454406614],567.0,cholesterol_02B,B,02
1.0,CH2,[1.8595906321950184:37.528538795065955],489.0,cholesterol_02B,B,02
1.0,CH2,[1.8628526191499757:38.17456977114032],489.0,cholesterol_02B,B,02
1.0,CH2,[1.8486399268462175:37.306093391647444],489.0,cholesterol_02B,B,02
1.0,CH2,[1.8576001843554464:37.07253405811753],489.0,cholesterol_02B,B,02
22.0,CH2,[1.329214096894024:35.80942249734058],496.0,cholesterol_02B,B,02
22.0,CH2,[1.3380859262778693:36.36747657692092],496.0,cholesterol_02B,B,02
22.0,CH2,[1.3290174534569366:36.274411502793136],496.0,cholesterol_02B,B,02
22.0,CH2,[1.3511384555544457:36.5835135104991],496.0,cholesterol_02B,B,02
20.0,CH,[1.3426432880368113:35.70011379402917],454.0,cholesterol_02B,B,02
20.0,CH,[1.333751873445815:36.27412515576152],454.0,cholesterol_02B,B,02
20.0,CH,[1.3497852292369255:35.67851938963309],454.0,cholesterol_02B,B,02
20.0,CH,[1.369308563942045:35.35938213142084],454.0,cholesterol_02B,B,02
7.0,CH2,[1.950330270733243:31.744863598574618],965.0,cholesterol_02B,B,02
7.0,CH2,[1.966098974781692:31.65513676164398],965.0,cholesterol_02B,B,02
7.0,CH2,[1.9552130927468079:32.22495114088462],965.0,cholesterol_02B,B,02
7.0,CH2,[2.0016764041074713:31.683043610425074],965.0,cholesterol_02B,B,02
7.0,CH2,[1.985052264890769:32.03601272157642],965.0,cholesterol_02B,B,02
7.0,CH2,[1.9791294382643638:31.79156239353622],965.0,cholesterol_02B,B,02
7.0,CH2,[2.02247778332231:32.298703783051415],965.0,cholesterol_02B,B,02
7.0,CH2,[1.9947040452770006:32.06948714464603],965.0,cholesterol_02B,B,02
7.0,CH2,[1.9876027670594645:31.703465832747845],965.0,cholesterol_02B,B,02
2.0,CH2,[1.8368764618163338:32.260897343845066],340.0,cholesterol_02B,B,02
2.0,CH2,[1.8292859220080664:32.09717868851022],340.0,cholesterol_02B,B,02
2.0,CH2,[1.8559893247673336:32.02248691742687],340.0,cholesterol_02B,B,02
16.0,CH2,[1.8514190020582382:28.339518183749554],362.0,cholesterol_02B,B,02
16.0,CH2,[1.8379415312732366:28.42008889151749],362.0,cholesterol_02B,B,02
16.0,CH2,[1.872559360907859:27.74232062943365],362.0,cholesterol_02B,B,02
25.0,CH,[1.5268029557659946:27.92715250154857],525.0,cholesterol_02B,B,02
25.0,CH,[1.5009727150585435:27.627760693827387],525.0,cholesterol_02B,B,02
25.0,CH,[1.5073818154035652:27.97402614978434],525.0,cholesterol_02B,B,02
25.0,CH,[1.5045589814797131:28.107765108094853],525.0,cholesterol_02B,B,02
25.0,CH,[1.508001470061883:28.27432011298491],525.0,cholesterol_02B,B,02
15.0,CH2,[1.5865412573089412:23.947481726299273],525.0,cholesterol_02B,B,02
15.0,CH2,[1.547178127067116:24.393471146195743],525.0,cholesterol_02B,B,02
15.0,CH2,[1.5708667945123511:24.348093989534743],525.0,cholesterol_02B,B,02
15.0,CH2,[1.565077181783861:24.1761504920024],525.0,cholesterol_02B,B,02
15.0,CH2,[1.5657349211239087:24.407283310094975],525.0,cholesterol_02B,B,02
23.0,CH2,[1.3432016479533857:23.878346014180057],468.0,cholesterol_02B,B,02
23.0,CH2,[1.3199869672054103:24.02325697352913],468.0,cholesterol_02B,B,02
23.0,CH2,[1.3139651098882803:23.743223984108234],468.0,cholesterol_02B,B,02
23.0,CH2,[1.3375976130273988:23.586468834324364],468.0,cholesterol_02B,B,02
27.0,CH3,[0.8659025832443804:23.117306311870227],468.0,cholesterol_02B,B,02
27.0,CH3,[0.8743074810172836:22.884658460448282],468.0,cholesterol_02B,B,02
27.0,CH3,[0.8901598028933239:22.865524288660662],468.0,cholesterol_02B,B,02
27.0,CH3,[0.8614838668271283:22.840704010033313],468.0,cholesterol_02B,B,02
26.0,CH3,[0.8694883076710648:22.446928048606317],383.0,cholesterol_02B,B,02
26.0,CH3,[0.8741859579712576:22.50950333374179],383.0,cholesterol_02B,B,02
26.0,CH3,[0.8558232674488:22.294407552025454],383.0,cholesterol_02B,B,02
11.0,CH2,[1.4564435977501162:20.885913479529435],355.0,cholesterol_02B,B,02
11.0,CH2,[1.4534523569448958:20.82407802107138],355.0,cholesterol_02B,B,02
11.0,CH2,[1.4745051397571258:21.312591535314002],355.0,cholesterol_02B,B,02
19.0,CH3,[1.0066388389316208:19.380778577231325],454.0,cholesterol_02B,B,02
19.0,CH3,[1.0272474892097507:19.236660273863023],454.0,cholesterol_02B,B,02
19.0,CH3,[1.0181086306915081:19.73305311906596],454.0,cholesterol_02B,B,02
19.0,CH3,[1.0112550663699345:19.696597683731607],454.0,cholesterol_02B,B,02
21.0,CH3,[0.9261893604797388:18.585123946021955],397.0,cholesterol_02B,B,02
21.0,CH3,[0.9168721795148917:18.47874117508975],397.0,cholesterol_02B,B,02
21.0,CH3,[0.903410115034581:18.999801315620065],397.0,cholesterol_02B,B,02
18.0,CH3,[0.6751535698730883:11.83768362824865],262.0,cholesterol_02B,B,02
18.0,CH3,[0.6785276484576789:11.74842155490446],262.0,cholesterol_02B,B,02
6.0,C,[5.151753081403131:125.75598673570231],447.0,cholesterol_02C,C,02
6.0,C,[5.651407769121084:125.03228889319425],447.0,cholesterol_02C,C,02
6.0,C,[5.269942132517672:125.71447247214854],447.0,cholesterol_02C,C,02
6.0,C,[5.453198265812937:116.99331081906354],447.0,cholesterol_02C,C,02
3.0,CH-OH,[3.34861683416926:72.81074660086004],390.0,cholesterol_02C,C,02
3.0,CH-OH,[3.535599453002732:70.15471731903428],390.0,cholesterol_02C,C,02
3.0,CH-OH,[3.5122153695426426:68.04463980097208],390.0,cholesterol_02C,C,02
14.0,CH,[1.09376991758712:59.245968678684505],383.0,cholesterol_02C,C,02
14.0,CH,[1.0174386932459871:54.471945232140904],383.0,cholesterol_02C,C,02
14.0,CH,[0.9102370580282716:58.793583279003144],383.0,cholesterol_02C,C,02
17.0,CH,[1.108012551731218:55.70255841134329],404.0,cholesterol_02C,C,02
17.0,CH,[1.0269361096632017:54.54204877644853],404.0,cholesterol_02C,C,02
17.0,CH,[1.0074987679294505:54.722413605564014],404.0,cholesterol_02C,C,02
17.0,CH,[1.1099362145576561:55.526320345332664],404.0,cholesterol_02C,C,02
9.0,CH,[0.8382289298057141:51.27415555178251],567.0,cholesterol_02C,C,02
9.0,CH,[0.8922612794952454:52.84233508464577],567.0,cholesterol_02C,C,02
9.0,CH,[0.9676144813915345:51.612354221487635],567.0,cholesterol_02C,C,02
9.0,CH,[0.9200407145646214:54.651941865892084],567.0,cholesterol_02C,C,02
9.0,CH,[0.9390243635625748:44.85166399283908],567.0,cholesterol_02C,C,02
4.0,CH2,[2.244302356981948:46.208814401843874],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.4107332148886456:41.02051792794168],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.3182714157149875:42.62140753892322],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.40020311853853:43.17976874709254],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.277355513930402:40.70997347027786],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.2082312419551196:44.25628506709963],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.2876973631471262:42.35963984990391],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.307647576493328:38.85561979511745],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.4490675077185027:43.76081782654812],1000.0,cholesterol_02C,C,02
4.0,CH2,[2.293392714991577:41.753214485647895],1000.0,cholesterol_02C,C,02
12.0,CH2,[2.002029437265717:42.23669050511713],440.0,cholesterol_02C,C,02
12.0,CH2,[2.0286730279068244:35.92884684670008],440.0,cholesterol_02C,C,02
12.0,CH2,[2.109311035323905:39.990346545072086],440.0,cholesterol_02C,C,02
12.0,CH2,[2.135148361426405:36.946786578423975],440.0,cholesterol_02C,C,02
24.0,CH2,[1.1997742973832846:40.08896113860129],567.0,cholesterol_02C,C,02
24.0,CH2,[1.192448081031276:40.81141637935966],567.0,cholesterol_02C,C,02
24.0,CH2,[1.171475883083142:36.50128987430267],567.0,cholesterol_02C,C,02
24.0,CH2,[1.1640944964796816:39.21969078615719],567.0,cholesterol_02C,C,02
24.0,CH2,[1.0749653254053522:38.07156727203308],567.0,cholesterol_02C,C,02
1.0,CH2,[1.897953160975092:38.44269397532979],489.0,cholesterol_02C,C,02
1.0,CH2,[1.914263095749878:41.672848855701595],489.0,cholesterol_02C,C,02
1.0,CH2,[1.8431996342310872:37.330466958237245],489.0,cholesterol_02C,C,02
1.0,CH2,[1.8880009217772316:36.16267029058769],489.0,cholesterol_02C,C,02
22.0,CH2,[1.2860704844701194:34.24711248670289],496.0,cholesterol_02C,C,02
22.0,CH2,[1.3304296313893464:37.0373828846046],496.0,cholesterol_02C,C,02
22.0,CH2,[1.2850872672846825:36.57205751396566],496.0,cholesterol_02C,C,02
22.0,CH2,[1.3956922777722283:38.117567552495515],496.0,cholesterol_02C,C,02
20.0,CH,[1.313216440184056:35.30056897014588],454.0,cholesterol_02C,C,02
20.0,CH,[1.2687593672290742:38.170625778807604],454.0,cholesterol_02C,C,02
20.0,CH,[1.3489261461846265:35.19259694816546],454.0,cholesterol_02C,C,02
20.0,CH,[1.4465428197102252:33.59691065710418],454.0,cholesterol_02C,C,02
7.0,CH2,[1.8316513536662151:31.124317992873102],965.0,cholesterol_02C,C,02
7.0,CH2,[1.9104948739084593:30.6756838082199],965.0,cholesterol_02C,C,02
7.0,CH2,[1.8560654637340395:33.52475570442309],965.0,cholesterol_02C,C,02
7.0,CH2,[2.088382020537356:30.815218052125378],965.0,cholesterol_02C,C,02
7.0,CH2,[2.0052613244538446:32.58006360788212],965.0,cholesterol_02C,C,02
7.0,CH2,[1.9756471913218194:31.357811967681112],965.0,cholesterol_02C,C,02
7.0,CH2,[2.1923889166115504:33.89351891525707],965.0,cholesterol_02C,C,02
7.0,CH2,[2.0535202263850034:32.747435723230154],965.0,cholesterol_02C,C,02
7.0,CH2,[2.0180138352973223:30.917329163739232],965.0,cholesterol_02C,C,02
2.0,CH2,[1.824382309081669:34.50448671922535],340.0,cholesterol_02C,C,02
2.0,CH2,[1.7864296100403314:33.685893442551105],340.0,cholesterol_02C,C,02
2.0,CH2,[1.919946623836668:33.31243458713433],340.0,cholesterol_02C,C,02
16.0,CH2,[1.89709501029119:28.897590918747778],362.0,cholesterol_02C,C,02
16.0,CH2,[1.8297076563661827:29.300444457587453],362.0,cholesterol_02C,C,02
16.0,CH2,[2.002796804539295:25.911603147168247],362.0,cholesterol_02C,C,02
25.0,CH,[1.5540147788299732:27.63576250774284],525.0,cholesterol_02C,C,02
25.0,CH,[1.424863575292717:26.138803469136942],525.0,cholesterol_02C,C,02
25.0,CH,[1.4569090770178263:27.8701307489217],525.0,cholesterol_02C,C,02
25.0,CH,[1.442794907398565:28.538825540474257],525.0,cholesterol_02C,C,02
25.0,CH,[1.4600073503094146:29.37160056492455],525.0,cholesterol_02C,C,02
15.0,CH2,[1.652706286544706:22.537408631496362],525.0,cholesterol_02C,C,02
15.0,CH2,[1.4558906353355803:24.767355730978718],525.0,cholesterol_02C,C,02
15.0,CH2,[1.574333972561755:24.540469947673714],525.0,cholesterol_02C,C,02
15.0,CH2,[1.5453859089193047:23.680752460012002],525.0,cholesterol_02C,C,02
15.0,CH2,[1.5486746056195433:24.836416550474866],525.0,cholesterol_02C,C,02
23.0,CH2,[1.3960082397669284:24.191730070900277],468.0,cholesterol_02C,C,02
23.0,CH2,[1.2799348360270515:24.916284867645636],468.0,cholesterol_02C,C,02
23.0,CH2,[1.249825549441401:23.51611992054117],468.0,cholesterol_02C,C,02
23.0,CH2,[1.367988065136994:22.73234417162182],468.0,cholesterol_02C,C,02
27.0,CH3,[0.8495129162219018:24.38653155935113],468.0,cholesterol_02C,C,02
27.0,CH3,[0.8915374050864182:23.22329230224141],468.0,cholesterol_02C,C,02
27.0,CH3,[0.9707990144666191:23.12762144330331],468.0,cholesterol_02C,C,02
27.0,CH3,[0.8274193341356415:23.003520050166568],468.0,cholesterol_02C,C,02
26.0,CH3,[0.907441538355324:21.83464024303158],383.0,cholesterol_02C,C,02
26.0,CH3,[0.930929789856288:22.14751666870895],383.0,cholesterol_02C,C,02
26.0,CH3,[0.8391163372439998:21.07203776012727],383.0,cholesterol_02C,C,02
11.0,CH2,[1.3622179887505812:20.029567397647178],355.0,cholesterol_02C,C,02
11.0,CH2,[1.347261784724479:19.720390105356888],355.0,cholesterol_02C,C,02
11.0,CH2,[1.4525256987856296:22.162957676570002],355.0,cholesterol_02C,C,02
19.0,CH3,[0.9931941946581034:19.30389288615663],454.0,cholesterol_02C,C,02
19.0,CH3,[1.0962374460487534:18.583301369315127],454.0,cholesterol_02C,C,02
19.0,CH3,[1.0505431534575411:21.065265595329812],454.0,cholesterol_02C,C,02
19.0,CH3,[1.016275331849672:20.882988418658037],454.0,cholesterol_02C,C,02
21.0,CH3,[0.9909468023986939:18.125619730109783],397.0,cholesterol_02C,C,02
21.0,CH3,[0.9443608975744588:17.593705875448745],397.0,cholesterol_02C,C,02
21.0,CH3,[0.8770505751729051:20.19900657810033],397.0,cholesterol_02C,C,02
18.0,CH3,[0.6557678493654414:11.588418141243249],262.0,cholesterol_02C,C,02
18.0,CH3,[0.672638242288394:11.142107774522303],262.0,cholesterol_02C,C,02
6.0,C,[5.520248308314726:119.66760557215753],447.0,cholesterol_03A,A,03
6.0,C,[5.523562451827879:116.28890360566491],447.0,cholesterol_03A,A,03
6.0,C,[5.303379578394278:119.34265163958611],447.0,cholesterol_03A,A,03
6.0,C,[5.337694001576817:129.53930764330238],447.0,cholesterol_03A,A,03
3.0,CH-OH,[3.4744526076140665:71.30691709688955],390.0,cholesterol_03A,A,03
3.0,CH-OH,[3.539652818698737:73.30100589206975],390.0,cholesterol_03A,A,03
3.0,CH-OH,[3.532247092887078:74.43854225750192],390.0,cholesterol_03A,A,03
14.0,CH,[1.0090873090850456:58.81446605531558],383.0,cholesterol_03A,A,03
14.0,CH,[1.0425362953657185:57.397085639605145],383.0,cholesterol_03A,A,03
14.0,CH,[1.0209343236451704:58.013022131074926],383.0,cholesterol_03A,A,03
17.0,CH,[1.1328542257300154:58.64521433822286],404.0,cholesterol_03A,A,03
17.0,CH,[1.0538939690074958:56.3807046383009],404.0,cholesterol_03A,A,03
17.0,CH,[1.1077135313381115:57.165413009529836],404.0,cholesterol_03A,A,03
17.0,CH,[1.0998927841455997:56.243345042030896],404.0,cholesterol_03A,A,03
9.0,CH,[0.9406551505877908:48.03845492664331],567.0,cholesterol_03A,A,03
9.0,CH,[0.9280505916899119:50.07234746498329],567.0,cholesterol_03A,A,03
9.0,CH,[0.9586053626779069:49.81446072747671],567.0,cholesterol_03A,A,03
9.0,CH,[0.9544035642374548:51.152359152308335],567.0,cholesterol_03A,A,03
9.0,CH,[0.9474558346647901:49.2660657465787],567.0,cholesterol_03A,A,03
4.0,CH2,[2.264707472105444:40.48361882392616],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2712404648426863:43.24272553581968],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2251512881872753:42.24666040969863],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2731060975933906:42.08318681050876],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.286727962782846:43.396055241433835],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.276101508348709:41.94803115463733],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2150091182456326:43.21033001264811],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.3541905451430223:43.07940409566011],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2754896000750793:41.164323800874556],1000.0,cholesterol_03A,A,03
4.0,CH2,[2.2383189810379047:41.070003111078414],1000.0,cholesterol_03A,A,03
12.0,CH2,[1.972363320208003:40.73330323573742],440.0,cholesterol_03A,A,03
12.0,CH2,[1.9115595542053287:39.09927363037593],440.0,cholesterol_03A,A,03
12.0,CH2,[1.9329248904704706:39.835560219044574],440.0,cholesterol_03A,A,03
12.0,CH2,[2.043272209210076:38.06532761672279],440.0,cholesterol_03A,A,03
24.0,CH2,[1.0966583296291146:40.18414013648789],567.0,cholesterol_03A,A,03
24.0,CH2,[1.1648329649882398:38.989691318414316],567.0,cholesterol_03A,A,03
24.0,CH2,[1.0919229065555691:38.38049219576675],567.0,cholesterol_03A,A,03
24.0,CH2,[1.148384426488627:41.01078224130094],567.0,cholesterol_03A,A,03
24.0,CH2,[1.1268956454997032:38.5585020940953],567.0,cholesterol_03A,A,03
1.0,CH2,[1.8057718269000733:35.552852527135634],489.0,cholesterol_03A,A,03
1.0,CH2,[1.9251810305386874:36.22381282268052],489.0,cholesterol_03A,A,03
1.0,CH2,[1.9475371583280354:37.43882774189077],489.0,cholesterol_03A,A,03
1.0,CH2,[1.9228951503486973:37.26979635693489],489.0,cholesterol_03A,A,03
22.0,CH2,[1.319438656102994:35.57489663522229],496.0,cholesterol_03A,A,03
22.0,CH2,[1.3213184153104343:36.34224459394639],496.0,cholesterol_03A,A,03
22.0,CH2,[1.3948966818001747:37.48569288936748],496.0,cholesterol_03A,A,03
22.0,CH2,[1.3048239066574787:35.51306438118313],496.0,cholesterol_03A,A,03
20.0,CH,[1.3247794035334695:36.05842107808712],454.0,cholesterol_03A,A,03
20.0,CH,[1.3490970151817807:35.8473360598549],454.0,cholesterol_03A,A,03
20.0,CH,[1.4332596269329994:35.81758831795051],454.0,cholesterol_03A,A,03
20.0,CH,[1.3076064963676923:35.11658068653659],454.0,cholesterol_03A,A,03
7.0,CH2,[1.9960161691358913:32.648893575122976],965.0,cholesterol_03A,A,03
7.0,CH2,[2.091939069602982:31.39082342474857],965.0,cholesterol_03A,A,03
7.0,CH2,[1.98075680191197:33.29219920137182],965.0,cholesterol_03A,A,03
7.0,CH2,[1.9620443799060217:31.290768955239734],965.0,cholesterol_03A,A,03
7.0,CH2,[1.833003608637975:32.03858932613997],965.0,cholesterol_03A,A,03
7.0,CH2,[1.949142965176152:31.64435287312981],965.0,cholesterol_03A,A,03
7.0,CH2,[1.9278396443703851:30.9398729961179],965.0,cholesterol_03A,A,03
7.0,CH2,[1.9913206489496234:30.739777855373575],965.0,cholesterol_03A,A,03
7.0,CH2,[2.004341097321453:29.947975941308037],965.0,cholesterol_03A,A,03
2.0,CH2,[1.8225008453202571:32.62653328639901],340.0,cholesterol_03A,A,03
2.0,CH2,[1.784538068653295:32.94404795919708],340.0,cholesterol_03A,A,03
2.0,CH2,[1.8465366186380676:31.41970354686752],340.0,cholesterol_03A,A,03
16.0,CH2,[1.8238800232409302:28.791509340176194],362.0,cholesterol_03A,A,03
16.0,CH2,[1.7920169484645125:27.836950396516404],362.0,cholesterol_03A,A,03
16.0,CH2,[1.8673529955545656:27.763381420162172],362.0,cholesterol_03A,A,03
25.0,CH,[1.4861688758686586:26.59772145305802],525.0,cholesterol_03A,A,03
25.0,CH,[1.554379998647064:29.067818944186858],525.0,cholesterol_03A,A,03
